HCPCS,Mod,Mod2,CATG,TX (NR),TX (R),Description
L6885,,,PO,3899.44,0,Replc sockt shldr dis/interc
L6890,,,PO,225.71,0,Prefab glove for term device
L6895,,,PO,683.61,0,Custom glove for term device
L6900,,,PO,1892.87,0,Hand restorat thumb/1 finger
L6905,,,PO,1797.45,0,Hand restoration multiple fi
L6910,,,PO,1771.25,0,Hand restoration no fingers
L6915,,,PO,766.41,0,Hand restoration replacmnt g
L6920,,,PO,8971.39,0,Wrist disarticul switch ctrl
L6925,,,PO,9473.02,0,Wrist disart myoelectronic c
L6930,,,PO,9631.82,0,Below elbow switch control
L6935,,,PO,10594.92,0,Below elbow myoelectronic ct
L6940,,,PO,12037.72,0,Elbow disarticulation switch
L6945,,,PO,13617.48,0,Elbow disart myoelectronic c
L6950,,,PO,12798.41,0,Above elbow switch control
L6955,,,PO,16060.21,0,Above elbow myoelectronic ct
L6960,,,PO,15836.16,0,Shldr disartic switch contro
L6965,,,PO,23134.38,0,Shldr disartic myoelectronic
L6970,,,PO,23514.53,0,Interscapular-thor switch ct
L6975,,,PO,23640.73,0,Interscap-thor myoelectronic
L7007,,,PO,5616.95,0,Adult electric hand
L7008,,,PO,8840.49,0,Pediatric electric hand
L7009,,,PO,5731.07,0,Adult electric hook
L7040,,,PO,4601.82,0,Prehensile actuator
L7045,,,PO,2638.38,0,Pediatric electric hook
L7170,,,PO,9571.18,0,Electronic elbow hosmer swit
L7180,,,PO,50007.15,0,Electronic elbow sequential
L7181,,,PO,49600.83,0,Electronic elbo simultaneous
L7185,,,PO,9692.1,0,Electron elbow adolescent sw
L7186,,,PO,13988.06,0,Electron elbow child switch
L7190,,,PO,12331.36,0,Elbow adolescent myoelectron
L7191,,,PO,14868.87,0,Elbow child myoelectronic ct
L7259,,,PO,4700.78,0,Electronic wrist rotator any
L7360,,,PO,294.78,0,Six volt bat otto bock/eq ea
L7362,,,PO,354.56,0,Battery chrgr six volt otto
L7364,,,PO,645.85,0,Twelve volt battery utah/equ
L7366,,,PO,876.17,0,Battery chrgr 12 volt utah/e
L7367,,,PO,481.93,0,Replacemnt lithium ionbatter
L7368,,,PO,624.79,0,Lithium ion battery charger
L7400,,,PO,379.41,0,"Add ue prost be/wd, ultlite"
L7401,,,PO,424.75,0,Add ue prost a/e ultlite mat
L7402,,,PO,458.68,0,Add ue prost s/d ultlite mat
L7403,,,PO,455.88,0,Add ue prost b/e acrylic
L7404,,,PO,688.03,0,Add ue prost a/e acrylic
L7405,,,PO,899.88,0,Add ue prost s/d acrylic
L7406,,,PO,3150.07,0,Add upp ext mec limb vol lam
L7520,,,LT,40.67,0,Repair prosthesis per 15 min
L7700,,,PO,138.17,0,Pros soc insert gasket/seal
L8000,,,PO,45.92,0,Mastectomy bra
L8001,,,PO,155.27,0,Breast prosthesis bra & form
L8002,,,PO,204.23,0,Brst prsth bra & bilat form
L8015,,,PO,74.19,0,Ext breastprosthesis garment
L8020,,,PO,278.14,0,Mastectomy form
L8030,,,PO,408.38,0,Breast prosthes w/o adhesive
L8031,,,PO,408.38,0,Breast prosthesis w adhesive
L8032,,,PO,48.49,0,Reusable nipple prosthesis
L8035,,,PO,4535.25,0,Custom breast prosthesis
L8040,,,PO,2950.58,0,Nasal prosthesis
L8040,KM,,PO,2803.07,0,Nasal prosthesis
L8040,KN,,PO,1180.19,0,Nasal prosthesis
L8041,,,PO,3556.45,0,Midfacial prosthesis
L8041,KM,,PO,3378.62,0,Midfacial prosthesis
L8041,KN,,PO,1422.56,0,Midfacial prosthesis
L8042,,,PO,3996.01,0,Orbital prosthesis
L8042,KM,,PO,3796.17,0,Orbital prosthesis
L8042,KN,,PO,1598.41,0,Orbital prosthesis
L8043,,,PO,4475.52,0,Upper facial prosthesis
L8043,KM,,PO,4251.77,0,Upper facial prosthesis
L8043,KN,,PO,1790.23,0,Upper facial prosthesis
L8044,,,PO,4955.04,0,Hemi-facial prosthesis
L8044,KM,,PO,4707.28,0,Hemi-facial prosthesis
L8044,KN,,PO,1982.03,0,Hemi-facial prosthesis
L8045,,,PO,3102.82,0,Auricular prosthesis
L8045,KM,,PO,2947.7,0,Auricular prosthesis
L8045,KN,,PO,1241.11,0,Auricular prosthesis
L8046,,,PO,3196.79,0,Partial facial prosthesis
L8046,KM,,PO,3036.94,0,Partial facial prosthesis
L8046,KN,,PO,1278.71,0,Partial facial prosthesis
L8047,,,PO,1638.38,0,Nasal septal prosthesis
L8047,KM,,PO,1556.42,0,Nasal septal prosthesis
L8047,KN,,PO,655.35,0,Nasal septal prosthesis
L8300,,,PO,103.28,0,Truss single w/ standard pad
L8310,,,PO,163.05,0,Truss double w/ standard pad
L8320,,,PO,75.29,0,Truss addition to std pad wa
L8330,,,PO,80.58,0,Truss add to std pad scrotal
L8400,,,PO,19.27,0,Sheath below knee
L8410,,,PO,28.16,0,Sheath above knee
L8415,,,PO,28.64,0,Sheath upper limb
L8417,,,PO,93.09,0,Pros sheath/sock w gel cushn
L8420,,,PO,25.45,0,Prosthetic sock multi ply bk
L8430,,,PO,27.95,0,Prosthetic sock multi ply ak
L8435,,,PO,29.52,0,Pros sock multi ply upper lm
L8440,,,PO,54.07,0,Shrinker below knee
L8460,,,PO,94.08,0,Shrinker above knee
L8465,,,PO,67.04,0,Shrinker upper limb
L8470,,,PO,9.8,0,Pros sock single ply bk
L8480,,,PO,12.87,0,Pros sock single ply ak
L8485,,,PO,13.62,0,Pros sock single ply upper l
L8500,,,PO,951.76,0,Artificial larynx
L8501,,,PO,147.88,0,Tracheostomy speaking valve
L8507,,,PO,51.85,0,Trach-esoph voice pros pt in
L8509,,,PO,135.2,0,Trach-esoph voice pros md in
L8510,,,PO,312.83,0,Voice amplifier
L8511,,,PO,90.03,0,Indwelling trach insert
L8512,,,PO,2.7,0,Gel cap for trach voice pros
L8513,,,PO,6.47,0,Trach pros cleaning device
L8514,,,PO,116.73,0,Repl trach puncture dilator
L8515,,,PO,78.14,0,Gel cap app device for trach
L8600,,,PO,764.47,0,Implant breast silicone/eq
L8603,,,PO,536.09,0,Collagen imp urinary 2.5 ml
L8605,,,PO,886.61,0,Inj bulking agent anal canal
L8606,,,PO,269.39,0,Synthetic implnt urinary 1ml
L8607,,,PO,53.11,0,Inj vocal cord bulking agent
L8609,,,PO,8065.55,0,Artificial cornea
L8610,,,PO,812.14,0,Ocular implant
L8612,,,PO,784.75,0,Aqueous shunt prosthesis
L8613,,,PO,368.5,0,Ossicular implant
L8614,,,PO,23695.45,0,Cochlear device
L8615,,,PO,558.34,0,Coch implant headset replace
L8616,,,PO,130.05,0,Coch implant microphone repl
L8617,,,PO,113.62,0,Coch implant trans coil repl
L8618,,,PO,32.46,0,Coch implant tran cable repl
L8619,,,PO,10172.28,0,Coch imp ext proc/contr rplc
L8621,,,PO,0.77,0,Repl zinc air battery
L8622,,,PO,0.4,0,Repl alkaline battery
L8623,,,PO,80.05,0,"Lith ion batt cid,non-earlvl"
L8624,,,PO,199.61,0,"Lith ion batt cid, ear level"
L8625,,,PO,233.8,0,Charger coch impl/aoi battry
L8627,,,PO,8640.87,0,Cid ext speech process repl
L8628,,,PO,1531.43,0,Cid ext controller repl
L8629,,,PO,221.65,0,Cid transmit coil and cable
L8630,,,PO,412.46,0,Metacarpophalangeal implant
L8631,,,PO,2687.37,0,Mcp joint repl 2 pc or more
L8641,,,PO,428.55,0,Metatarsal joint implant
L8642,,,PO,356.35,0,Hallux implant
L8658,,,PO,373.64,0,Interphalangeal joint spacer
L8659,,,PO,2388.8,0,Interphalangeal joint repl
L8670,,,PO,681.49,0,"Vascular graft, synthetic"
L8678,,,PO,12.84,27.55,ext sply implt neurosim
L8679,,,PO,10329.2,0,Imp neurosti pls gn any type
L8681,,,PO,1320.72,0,Pt prgrm for implt neurostim
L8682,,,PO,7380.02,0,Implt neurostim radiofq rec
L8683,,,PO,6496.09,0,Radiofq trsmtr for implt neu
L8684,,,PO,955.74,0,Radiof trsmtr implt scrl neu
L8689,,,PO,2135.37,0,External recharg sys intern
L8690,,,PO,5888.96,0,"Aud osseo dev, int/ext comp"
L8691,,,PO,2131.89,0,Aoi snd proc repl excl actua
L8693,,,PO,1877.12,0,"Aud osseo dev, abutment"
L8694,,,PO,1169.1,0,Aoi transducer/actuator repl
L8695,,,PO,20.61,0,External recharg sys extern
L8696,,,PO,268.31,0,Ext antenna phren nerve stim
L8701,,,PO,34970.13,0,Ewh s/d uprt micro sensor
L8702,,,PO,68801.71,0,Ewhf s/d uprt micro sensor
Q0477,,,PO,960.44,0,Pwr module pt cable lvad rpl
Q0478,,,PO,227.49,0,"Power adapter, combo vad"
Q0479,,,PO,14823.51,0,"Power module combo vad, rep"
Q0480,,,PO,111492.17,0,"Driver pneumatic vad, rep"
Q0481,,,PO,17987.99,0,"Microprcsr cu elec vad, rep"
Q0482,,,PO,5634.16,0,"Microprcsr cu combo vad, rep"
Q0483,,,PO,23210.23,0,"Monitor elec vad, rep"
Q0484,,,PO,4507.35,0,Monitor elec or comb vad rep
Q0485,,,PO,435.18,0,"Monitor cable elec vad, rep"
Q0486,,,PO,362.18,0,Mon cable elec/pneum vad rep
Q0487,,,PO,422.56,0,"Leads any type vad, rep only"
Q0489,,,PO,20122.03,0,"Pwr pck base combo vad, rep"
Q0490,,,PO,870.42,0,"Emr pwr source elec vad, rep"
Q0491,,,PO,1368.33,0,Emr pwr source combo vad rep
Q0492,,,PO,110.27,0,"Emr pwr cbl elec vad, rep"
Q0493,,,PO,313.83,0,"Emr pwr cbl combo vad, rep"
Q0494,,,PO,265.56,0,"Emr hd pmp elec/combo, rep"
Q0495,,,PO,5170.85,0,"Charger elec/combo vad, rep"
Q0496,,,PO,1855.88,0,"Battery elec/combo vad, rep"
Q0497,,,PO,579.49,0,"Bat clps elec/comb vad, rep"
Q0498,,,PO,635.84,0,"Holster elec/combo vad, rep"
Q0499,,,PO,206.61,0,Belt/vest elec/combo vad rep
Q0500,,,PO,37.8,0,"Filters elec/combo vad, rep"
Q0501,,,PO,632.22,0,"Shwr cov elec/combo vad, rep"
Q0502,,,PO,804.84,0,"Mobility cart pneum vad, rep"
Q0503,,,PO,1609.77,0,Battery pneum vad replacemnt
Q0504,,,PO,849.41,0,"Pwr adpt pneum vad, rep veh"
Q0506,,,PO,1057.34,0,Lith-ion batt elec/pneum vad
Q4001,,,SC,62.36,0,Cast sup body cast plaster
Q4002,,,SC,235.64,0,Cast sup body cast fiberglas
Q4003,,,SC,44.78,0,Cast sup shoulder cast plstr
Q4004,,,SC,155.03,0,Cast sup shoulder cast fbrgl
Q4005,,,SC,16.51,0,Cast sup long arm adult plst
Q4006,,,SC,37.2,0,Cast sup long arm adult fbrg
Q4007,,,SC,8.25,0,Cast sup long arm ped plster
Q4008,,,SC,18.59,0,Cast sup long arm ped fbrgls
Q4009,,,SC,11.03,0,Cast sup sht arm adult plstr
Q4010,,,SC,24.8,0,Cast sup sht arm adult fbrgl
Q4011,,,SC,5.5,0,Cast sup sht arm ped plaster
Q4012,,,SC,12.43,0,Cast sup sht arm ped fbrglas
Q4013,,,SC,20.07,0,Cast sup gauntlet plaster
Q4014,,,SC,33.84,0,Cast sup gauntlet fiberglass
Q4015,,,SC,10.05,0,Cast sup gauntlet ped plster
Q4016,,,SC,16.91,0,Cast sup gauntlet ped fbrgls
Q4017,,,SC,11.6,0,Cast sup lng arm splint plst
Q4018,,,SC,18.48,0,Cast sup lng arm splint fbrg
Q4019,,,SC,5.8,0,Cast sup lng arm splnt ped p
Q4020,,,SC,9.28,0,Cast sup lng arm splnt ped f
Q4021,,,SC,8.59,0,Cast sup sht arm splint plst
Q4022,,,SC,15.5,0,Cast sup sht arm splint fbrg
Q4023,,,SC,4.31,0,Cast sup sht arm splnt ped p
Q4024,,,SC,7.76,0,Cast sup sht arm splnt ped f
Q4025,,,SC,48.12,0,Cast sup hip spica plaster
Q4026,,,SC,150.32,0,Cast sup hip spica fiberglas
Q4027,,,SC,24.08,0,Cast sup hip spica ped plstr
Q4028,,,SC,75.2,0,Cast sup hip spica ped fbrgl
Q4029,,,SC,36.82,0,Cast sup long leg plaster
Q4030,,,SC,96.92,0,Cast sup long leg fiberglass
Q4031,,,SC,18.39,0,Cast sup lng leg ped plaster
Q4032,,,SC,48.46,0,Cast sup lng leg ped fbrgls
Q4033,,,SC,34.35,0,Cast sup lng leg cylinder pl
Q4034,,,SC,85.39,0,Cast sup lng leg cylinder fb
Q4035,,,SC,17.17,0,Cast sup lngleg cylndr ped p
Q4036,,,SC,42.73,0,Cast sup lngleg cylndr ped f
Q4037,,,SC,20.92,0,Cast sup shrt leg plaster
Q4038,,,SC,52.48,0,Cast sup shrt leg fiberglass
Q4039,,,SC,10.5,0,Cast sup shrt leg ped plster
Q4040,,,SC,26.23,0,Cast sup shrt leg ped fbrgls
Q4041,,,SC,25.48,0,Cast sup lng leg splnt plstr
Q4042,,,SC,43.49,0,Cast sup lng leg splnt fbrgl
Q4043,,,SC,12.74,0,Cast sup lng leg splnt ped p
Q4044,,,SC,21.78,0,Cast sup lng leg splnt ped f
Q4045,,,SC,14.79,0,Cast sup sht leg splnt plstr
Q4046,,,SC,23.79,0,Cast sup sht leg splnt fbrgl
Q4047,,,SC,7.36,0,Cast sup sht leg splnt ped p
Q4048,,,SC,11.9,0,Cast sup sht leg splnt ped f
Q4049,,,SC,2.68,0,"Finger splint, static"
V2020,,,PO,82.43,0,Vision svcs frames purchases
V2100,,,PO,58.85,0,Lens spher single plano 4.00
V2101,,,PO,67.38,0,Single visn sphere 4.12-7.00
V2102,,,PO,74.88,0,Singl visn sphere 7.12-20.00
V2103,,,PO,44.55,0,Spherocylindr 4.00d/12-2.00d
V2104,,,PO,52.7,0,Spherocylindr 4.00d/2.12-4d
V2105,,,PO,51.58,0,Spherocylinder 4.00d/4.25-6d
V2106,,,PO,61.64,0,Spherocylinder 4.00d/>6.00d
V2107,,,PO,66.43,0,Spherocylinder 4.25d/12-2d
V2108,,,PO,65.19,0,Spherocylinder 4.25d/2.12-4d
V2109,,,PO,62.51,0,Spherocylinder 4.25d/4.25-6d
V2110,,,PO,60.05,0,Spherocylinder 4.25d/over 6d
V2111,,,PO,70.28,0,Spherocylindr 7.25d/.25-2.25
V2112,,,PO,90.89,0,Spherocylindr 7.25d/2.25-4d
V2113,,,PO,97.82,0,Spherocylindr 7.25d/4.25-6d
V2114,,,PO,110.95,0,Spherocylinder over 12.00d
V2115,,,PO,120.75,0,Lens lenticular bifocal
V2118,,,PO,89.78,0,Lens aniseikonic single
V2121,,,PO,123.58,0,"Lenticular lens, single"
V2200,,,PO,72.49,0,Lens spher bifoc plano 4.00d
V2201,,,PO,76.34,0,Lens sphere bifocal 4.12-7.0
V2202,,,PO,86.74,0,Lens sphere bifocal 7.12-20.
V2203,,,PO,71.22,0,Lens sphcyl bifocal 4.00d/.1
V2204,,,PO,72.45,0,Lens sphcy bifocal 4.00d/2.1
V2205,,,PO,75.59,0,Lens sphcy bifocal 4.00d/4.2
V2206,,,PO,77.3,0,Lens sphcy bifocal 4.00d/ove
V2207,,,PO,72.01,0,Lens sphcy bifocal 4.25-7d/.
V2208,,,PO,79.92,0,Lens sphcy bifocal 4.25-7/2.
V2209,,,PO,79.05,0,Lens sphcy bifocal 4.25-7/4.
V2210,,,PO,90.37,0,Lens sphcy bifocal 4.25-7/ov
V2211,,,PO,90.41,0,Lens sphcy bifo 7.25-12/.25-
V2212,,,PO,93.36,0,Lens sphcyl bifo 7.25-12/2.2
V2213,,,PO,99.77,0,Lens sphcyl bifo 7.25-12/4.2
V2214,,,PO,102.51,0,Lens sphcyl bifocal over 12.
V2215,,,PO,116.89,0,Lens lenticular bifocal
V2218,,,PO,123.83,0,Lens aniseikonic bifocal
V2219,,,PO,62.94,0,Lens bifocal seg width over
V2220,,,PO,57.62,0,Lens bifocal add over 3.25d
V2221,,,PO,123.13,0,"Lenticular lens, bifocal"
V2300,,,PO,94.67,0,Lens sphere trifocal 4.00d
V2301,,,PO,123.97,0,Lens sphere trifocal 4.12-7.
V2302,,,PO,124.56,0,Lens sphere trifocal 7.12-20
V2303,,,PO,89.96,0,Lens sphcy trifocal 4.0/.12-
V2304,,,PO,87.84,0,Lens sphcy trifocal 4.0/2.25
V2305,,,PO,109.09,0,Lens sphcy trifocal 4.0/4.25
V2306,,,PO,130.86,0,Lens sphcyl trifocal 4.00/>6
V2307,,,PO,98.37,0,Lens sphcy trifocal 4.25-7/.
V2308,,,PO,102.33,0,Lens sphc trifocal 4.25-7/2.
V2309,,,PO,114.45,0,Lens sphc trifocal 4.25-7/4.
V2310,,,PO,104.83,0,Lens sphc trifocal 4.25-7/>6
V2311,,,PO,131.08,0,Lens sphc trifo 7.25-12/.25-
V2312,,,PO,123.93,0,Lens sphc trifo 7.25-12/2.25
V2313,,,PO,129.43,0,Lens sphc trifo 7.25-12/4.25
V2314,,,PO,131.58,0,Lens sphcyl trifocal over 12
V2315,,,PO,146.08,0,Lens lenticular trifocal
V2318,,,PO,179.58,0,Lens aniseikonic trifocal
V2319,,,PO,68.64,0,Lens trifocal seg width > 28
V2320,,,PO,85.52,0,Lens trifocal add over 3.25d
V2321,,,PO,145.66,0,"Lenticular lens, trifocal"
V2410,,,PO,129.49,0,Lens variab asphericity sing
V2430,,,PO,149.99,0,Lens variable asphericity bi
V2500,,,PO,124.39,0,Contact lens pmma spherical
V2501,,,PO,151.57,0,Cntct lens pmma-toric/prism
V2502,,,PO,186.72,0,Contact lens pmma bifocal
V2503,,,PO,171.97,0,Cntct lens pmma color vision
V2510,,,PO,179.61,0,Cntct gas permeable sphericl
V2511,,,PO,232.93,0,Cntct toric prism ballast
V2512,,,PO,307.49,0,Cntct lens gas permbl bifocl
V2513,,,PO,258.16,0,Contact lens extended wear
V2520,,,PO,154.56,0,Contact lens hydrophilic
V2521,,,PO,236.36,0,Cntct lens hydrophilic toric
V2522,,,PO,288.43,0,Cntct lens hydrophil bifocl
V2523,,,PO,225.33,0,Cntct lens hydrophil extend
V2524,,,PO,180.12,0,Cntct lens hydrophil photoch
V2530,,,PO,348.04,0,Contact lens gas impermeable
V2531,,,PO,670.24,0,Contact lens gas permeable
V2623,,,PO,1465.24,0,Plastic eye prosth custom
V2624,,,PO,97.78,0,Polishing artifical eye
V2625,,,PO,469.62,0,Enlargemnt of eye prosthesis
V2626,,,PO,325.67,0,Reduction of eye prosthesis
V2627,,,PO,1772.96,0,Scleral cover shell
V2628,,,PO,461.21,0,Fabrication & fitting
V2630,,,IL,145.73,0,Anter chamber intraocul lens
V2631,,,IL,145.73,0,Iris support intraoclr lens
V2632,,,IL,145.73,0,Post chmbr intraocular lens
V2700,,,PO,64.87,0,Balance lens
V2710,,,PO,97.39,0,Glass/plastic slab off prism
V2715,,,PO,16.08,0,Prism lens/es
V2718,,,PO,39.93,0,Fresnell prism press-on lens
V2730,,,PO,34.42,0,Special base curve
V2744,,,PO,25.56,0,Tint photochromatic lens/es
V2745,,,PO,16.76,0,"Tint, any color/solid/grad"
V2750,,,PO,31.15,0,Anti-reflective coating
V2755,,,PO,27.11,0,Uv lens/es
V2760,,,PO,21.71,0,Scratch resistant coating
V2762,,,PO,73.79,0,"Polarization, any lens"
V2770,,,PO,26.2,0,Occluder lens/es
V2780,,,PO,15.34,0,Oversize lens/es
V2782,,,PO,79.68,0,"Lens, 1.54-1.65 p/1.60-1.79g"
V2783,,,PO,89.83,0,"Lens, >= 1.66 p/>=1.80 g"
V2784,,,PO,58.43,0,Lens polycarb or equal
V2786,,,PO,0,0,Occupational multifocal lens
