HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
L7040,,,D,PO,4601.82,3451.37,3451.37,0,4601.82,0,3451.37,0,3451.37,0,3451.37,0,3557,0,3561.4,0,3561.4,0,3451.37,0,3451.37,0,3542.09,0,3687.45,0,3745.35,0,3745.35,0,3542.09,0,3451.37,0,4601.82,0,3557,0,3561.4,0,3557,0,3745.35,0,3745.35,0,3542.09,0,3451.37,0,3451.37,0,3451.37,0,3451.37,0,3542.09,0,3557,0,3735.3,0,4601.82,0,3451.37,0,3735.3,0,3745.35,0,4601.82,0,3687.45,0,3561.4,0,3557,0,3451.37,0,3451.37,0,3451.37,0,4601.82,0,3451.37,0,3561.4,0,3557,0,3687.45,0,3745.35,0,3561.4,0,3451.37,0,3520.77,0,3764.8,0,3908.56,0,3735.3,0,Prehensile actuator
L7045,,,D,PO,2638.38,1978.79,1978.79,0,2638.38,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,2638.38,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,2638.38,0,1978.79,0,1978.79,0,1978.79,0,2638.38,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,2638.38,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1978.79,0,1668.62,0,1784.3,0,1857.5,0,1978.79,0,Pediatric electric hook
L7170,,,D,PO,9571.18,7178.38,9111.07,0,9571.18,0,7178.38,0,7178.38,0,7531.84,0,7248.15,0,7178.38,0,7178.38,0,9111.07,0,9111.07,0,7178.38,0,7475.36,0,7406.87,0,7406.87,0,7178.38,0,9111.07,0,9571.18,0,7248.15,0,7178.38,0,7248.15,0,7406.87,0,7406.87,0,7178.38,0,9111.07,0,7531.84,0,9111.07,0,7531.84,0,7178.38,0,7248.15,0,7178.38,0,9571.18,0,7178.38,0,7178.38,0,7406.87,0,9571.18,0,7475.36,0,7178.38,0,7248.15,0,9111.07,0,7531.84,0,9111.07,0,9571.18,0,7531.84,0,7178.38,0,7248.15,0,7475.36,0,7406.87,0,7178.38,0,7531.84,0,7065.66,0,7555.4,0,7052.45,0,7178.38,0,Electronic elbow hosmer swit
L7180,,,D,PO,53323.46,39992.59,39992.59,0,50007.15,0,44356.85,0,44356.85,0,43710.99,0,46081.51,0,42745.35,0,42745.35,0,39992.59,0,39992.59,0,44240.43,0,44853.57,0,47919.99,0,47919.99,0,44240.43,0,39992.59,0,50007.15,0,46081.51,0,42745.35,0,46081.51,0,47919.99,0,47919.99,0,44240.43,0,39992.59,0,43710.99,0,39992.59,0,43710.99,0,44240.43,0,46081.51,0,44008.89,0,50007.15,0,44356.85,0,44008.89,0,47919.99,0,50007.15,0,44853.57,0,42745.35,0,46081.51,0,39992.59,0,43710.99,0,39992.59,0,50007.15,0,43710.99,0,42745.35,0,46081.51,0,44853.57,0,47919.99,0,42745.35,0,43710.99,0,44796.77,0,47901.52,0,18180.91,0,44008.88,0,Electronic elbow sequential
L7181,,,D,PO,58766.81,44075.11,49605.45,0,49600.83,0,48155.5,0,48155.5,0,49879.14,0,48155.5,0,48155.5,0,48155.5,0,49605.45,0,49605.45,0,49095.74,0,48155.5,0,49338.18,0,49338.18,0,49095.74,0,49605.45,0,49600.83,0,48155.5,0,48155.5,0,48155.5,0,49338.18,0,49338.18,0,49095.74,0,49605.45,0,49879.14,0,49605.45,0,49879.14,0,49095.74,0,48155.5,0,48155.5,0,49600.83,0,48155.5,0,48155.5,0,49338.18,0,49600.83,0,48155.5,0,48155.5,0,48155.5,0,49605.45,0,49879.14,0,49605.45,0,49600.83,0,49879.14,0,48155.5,0,48155.5,0,48155.5,0,49338.18,0,48155.5,0,49879.14,0,48155.5,0,48155.5,0,52971,0,52971,0,Electronic elbo simultaneous
L7185,,,D,PO,9692.1,7269.08,8997.32,0,9692.1,0,7329.25,0,7329.25,0,7814.15,0,7549.79,0,7349.48,0,7349.48,0,8997.32,0,8997.32,0,7269.08,0,7851.92,0,7787.04,0,7787.04,0,7269.08,0,8997.32,0,9692.1,0,7549.79,0,7349.48,0,7549.79,0,7787.04,0,7787.04,0,7269.08,0,8997.32,0,7814.15,0,8997.32,0,7814.15,0,7269.08,0,7549.79,0,8778.67,0,9692.1,0,7329.25,0,8778.67,0,7787.04,0,9692.1,0,7851.92,0,7349.48,0,7549.79,0,8997.32,0,7814.15,0,8997.32,0,9692.1,0,7814.15,0,7349.48,0,7549.79,0,7851.92,0,7787.04,0,7349.48,0,7814.15,0,7402.08,0,7915.03,0,8778.55,0,8778.66,0,Electron elbow adolescent sw
L7186,,,D,PO,14438.86,10829.14,10829.14,0,13988.06,0,10829.14,0,10829.14,0,14162.4,0,11914.4,0,11223.26,0,11223.26,0,10829.14,0,10829.14,0,13336.16,0,10829.14,0,13091.11,0,13091.11,0,13336.16,0,10829.14,0,13988.06,0,11914.4,0,11223.26,0,11914.4,0,13091.11,0,13091.11,0,13336.16,0,10829.14,0,14162.4,0,10829.14,0,14162.4,0,13336.16,0,11914.4,0,13374,0,13988.06,0,10829.14,0,13374,0,13091.11,0,13988.06,0,10829.14,0,11223.26,0,11914.4,0,10829.14,0,14162.4,0,10829.14,0,13988.06,0,14162.4,0,11223.26,0,11914.4,0,10829.14,0,13091.11,0,11223.26,0,14162.4,0,10430.01,0,11152.86,0,13373.92,0,13374,0,Electron elbow child switch
L7190,,,D,PO,12331.36,9248.52,9450.26,0,12331.36,0,9600.27,0,9600.27,0,9886.43,0,10117.89,0,9568.74,0,9568.74,0,9450.26,0,9450.26,0,9330.76,0,9754.53,0,10332.65,0,10332.65,0,9330.76,0,9450.26,0,12331.36,0,10117.89,0,9568.74,0,10117.89,0,10332.65,0,10332.65,0,9330.76,0,9450.26,0,9886.43,0,9450.26,0,9886.43,0,9330.76,0,10117.89,0,12331.36,0,12331.36,0,9600.27,0,12331.36,0,10332.65,0,12331.36,0,9754.53,0,9568.74,0,10117.89,0,9450.26,0,9886.43,0,9450.26,0,12331.36,0,9886.43,0,9568.74,0,10117.89,0,9754.53,0,10332.65,0,9568.74,0,9886.43,0,9733.29,0,10407.87,0,13407.96,0,12331.36,0,Elbow adolescent myoelectron
L7191,,,D,PO,15087.75,11315.81,11315.81,0,14868.87,0,11315.81,0,11315.81,0,14510.42,0,12542.82,0,12088.38,0,12088.38,0,11315.81,0,11315.81,0,12983.51,0,11315.81,0,13769.77,0,13769.77,0,12983.51,0,11315.81,0,14868.87,0,12542.82,0,12088.38,0,12542.82,0,13769.77,0,13769.77,0,12983.51,0,11315.81,0,14510.42,0,11315.81,0,14510.42,0,12983.51,0,12542.82,0,13827.39,0,14868.87,0,11315.81,0,13827.39,0,13769.77,0,14868.87,0,11315.81,0,12088.38,0,12542.82,0,11315.81,0,14510.42,0,11315.81,0,14868.87,0,14510.42,0,12088.38,0,12542.82,0,11315.81,0,13769.77,0,12088.38,0,14510.42,0,10261.32,0,10972.51,0,13827.33,0,13827.39,0,Elbow child myoelectronic ct
L7259,,,D,PO,5216.79,3912.59,3912.59,0,4700.78,0,4939.22,0,4939.22,0,4720.94,0,5162.89,0,5104.76,0,5104.76,0,3912.59,0,3912.59,0,4431.4,0,5094.65,0,5046.41,0,5046.41,0,4431.4,0,3912.59,0,4700.78,0,5162.89,0,5104.76,0,5162.89,0,5046.41,0,5046.41,0,4431.4,0,3912.59,0,4720.94,0,3912.59,0,4720.94,0,4431.4,0,5162.89,0,3912.59,0,4700.78,0,4939.22,0,3912.59,0,5046.41,0,4700.78,0,5094.65,0,5104.76,0,5162.89,0,3912.59,0,4720.94,0,3912.59,0,4700.78,0,4720.94,0,5104.76,0,5162.89,0,5094.65,0,5046.41,0,5104.76,0,4720.94,0,5047.16,0,5396.93,0,4069.84,0,3912.59,0,Electronic wrist rotator any
L7360,,,D,PO,371.19,278.39,292.13,0,294.78,0,297.38,0,297.38,0,278.39,0,329.59,0,365.81,0,365.81,0,292.13,0,292.13,0,279.55,0,324.91,0,325.76,0,325.76,0,279.55,0,292.13,0,294.78,0,329.59,0,365.81,0,329.59,0,325.76,0,325.76,0,279.55,0,292.13,0,278.39,0,292.13,0,278.39,0,279.55,0,329.59,0,371.19,0,294.78,0,297.38,0,371.19,0,325.76,0,294.78,0,324.91,0,365.81,0,329.59,0,292.13,0,278.39,0,292.13,0,294.78,0,278.39,0,365.81,0,329.59,0,324.91,0,325.76,0,365.81,0,278.39,0,305.45,0,326.66,0,485.41,0,371.19,0,Six volt bat otto bock/eq ea
L7362,,,D,PO,408.98,306.73,306.73,0,354.56,0,316.08,0,316.08,0,408.98,0,340.65,0,329.55,0,329.55,0,306.73,0,306.73,0,306.73,0,336.79,0,355.87,0,355.87,0,306.73,0,306.73,0,354.56,0,340.65,0,329.55,0,340.65,0,355.87,0,355.87,0,306.73,0,306.73,0,408.98,0,306.73,0,408.98,0,306.73,0,340.65,0,342.09,0,354.56,0,316.08,0,342.09,0,355.87,0,354.56,0,336.79,0,329.55,0,340.65,0,306.73,0,408.98,0,306.73,0,354.56,0,408.98,0,329.55,0,340.65,0,336.79,0,355.87,0,329.55,0,408.98,0,320.85,0,343.07,0,938.9,0,342.09,0,Battery chrgr six volt otto
L7364,,,D,PO,650.45,487.84,487.84,0,645.85,0,581.5,0,581.5,0,487.84,0,616.41,0,609.14,0,609.14,0,487.84,0,487.84,0,576.69,0,637.96,0,629.69,0,629.69,0,576.69,0,487.84,0,645.85,0,616.41,0,609.14,0,616.41,0,629.69,0,629.69,0,576.69,0,487.84,0,487.84,0,487.84,0,487.84,0,576.69,0,616.41,0,650.45,0,645.85,0,581.5,0,650.45,0,629.69,0,645.85,0,637.96,0,609.14,0,616.41,0,487.84,0,487.84,0,487.84,0,645.85,0,487.84,0,609.14,0,616.41,0,637.96,0,629.69,0,609.14,0,487.84,0,587.83,0,628.56,0,938.9,0,650.45,0,Twelve volt battery utah/equ
L7366,,,D,PO,876.17,657.13,657.13,0,876.17,0,751.31,0,751.31,0,657.13,0,839.14,0,820.67,0,820.67,0,657.13,0,657.13,0,722.16,0,824.6,0,865.98,0,865.98,0,722.16,0,657.13,0,876.17,0,839.14,0,820.67,0,839.14,0,865.98,0,865.98,0,722.16,0,657.13,0,657.13,0,657.13,0,657.13,0,722.16,0,839.14,0,876.17,0,876.17,0,751.31,0,876.17,0,865.98,0,876.17,0,824.6,0,820.67,0,839.14,0,657.13,0,657.13,0,657.13,0,876.17,0,657.13,0,820.67,0,839.14,0,824.6,0,865.98,0,820.67,0,657.13,0,769.03,0,822.38,0,1035.7,0,876.17,0,Battery chrgr 12 volt utah/e
L7367,,,D,PO,571,428.25,481.97,0,481.93,0,467.9,0,467.9,0,484.64,0,467.9,0,467.9,0,467.9,0,481.97,0,481.97,0,477.04,0,467.9,0,479.42,0,479.42,0,477.04,0,481.97,0,481.93,0,467.9,0,467.9,0,467.9,0,479.42,0,479.42,0,477.04,0,481.97,0,484.64,0,481.97,0,484.64,0,477.04,0,467.9,0,467.9,0,481.93,0,467.9,0,467.9,0,479.42,0,481.93,0,467.9,0,467.9,0,467.9,0,481.97,0,484.64,0,481.97,0,481.93,0,484.64,0,467.9,0,467.9,0,467.9,0,479.42,0,467.9,0,484.64,0,467.9,0,467.9,0,514.7,0,514.7,0,Replacemnt lithium ionbatter
L7368,,,D,PO,740.22,555.17,624.83,0,624.79,0,606.56,0,606.56,0,628.27,0,606.56,0,606.56,0,606.56,0,624.83,0,624.83,0,618.4,0,606.56,0,621.46,0,621.46,0,618.4,0,624.83,0,624.79,0,606.56,0,606.56,0,606.56,0,621.46,0,621.46,0,618.4,0,624.83,0,628.27,0,624.83,0,628.27,0,618.4,0,606.56,0,606.56,0,624.79,0,606.56,0,606.56,0,621.46,0,624.79,0,606.56,0,606.56,0,606.56,0,624.83,0,628.27,0,624.83,0,624.79,0,628.27,0,606.56,0,606.56,0,606.56,0,621.46,0,606.56,0,628.27,0,606.56,0,606.56,0,667.23,0,667.23,0,Lithium ion battery charger
L7400,,,D,PO,449.52,337.14,379.46,0,379.41,0,368.35,0,368.35,0,381.55,0,368.35,0,368.35,0,368.35,0,379.46,0,379.46,0,375.53,0,368.35,0,377.39,0,377.39,0,375.53,0,379.46,0,379.41,0,368.35,0,368.35,0,368.35,0,377.39,0,377.39,0,375.53,0,379.46,0,381.55,0,379.46,0,381.55,0,375.53,0,368.35,0,368.35,0,379.41,0,368.35,0,368.35,0,377.39,0,379.41,0,368.35,0,368.35,0,368.35,0,379.46,0,381.55,0,379.46,0,379.41,0,381.55,0,368.35,0,368.35,0,368.35,0,377.39,0,368.35,0,381.55,0,368.35,0,368.35,0,405.17,0,405.17,0,"Add ue prost be/wd, ultlite"
L7401,,,D,PO,503.25,377.44,424.81,0,424.75,0,412.39,0,412.39,0,427.16,0,412.39,0,412.39,0,412.39,0,424.81,0,424.81,0,420.41,0,412.39,0,422.45,0,422.45,0,420.41,0,424.81,0,424.75,0,412.39,0,412.39,0,412.39,0,422.45,0,422.45,0,420.41,0,424.81,0,427.16,0,424.81,0,427.16,0,420.41,0,412.39,0,412.39,0,424.75,0,412.39,0,412.39,0,422.45,0,424.75,0,412.39,0,412.39,0,412.39,0,424.81,0,427.16,0,424.81,0,424.75,0,427.16,0,412.39,0,412.39,0,412.39,0,422.45,0,412.39,0,427.16,0,412.39,0,412.39,0,453.57,0,453.57,0,Add ue prost a/e ultlite mat
L7402,,,D,PO,543.45,407.59,458.7,0,458.68,0,445.33,0,445.33,0,461.25,0,445.33,0,445.33,0,445.33,0,458.7,0,458.7,0,454.05,0,445.33,0,456.27,0,456.27,0,454.05,0,458.7,0,458.68,0,445.33,0,445.33,0,445.33,0,456.27,0,456.27,0,454.05,0,458.7,0,461.25,0,458.7,0,461.25,0,454.05,0,445.33,0,445.33,0,458.68,0,445.33,0,445.33,0,456.27,0,458.68,0,445.33,0,445.33,0,445.33,0,458.7,0,461.25,0,458.7,0,458.68,0,461.25,0,445.33,0,445.33,0,445.33,0,456.27,0,445.33,0,461.25,0,445.33,0,445.33,0,489.88,0,489.88,0,Add ue prost s/d ultlite mat
L7403,,,D,PO,540.12,405.09,455.94,0,455.88,0,442.58,0,442.58,0,458.43,0,442.58,0,442.58,0,442.58,0,455.94,0,455.94,0,451.24,0,442.58,0,453.48,0,453.48,0,451.24,0,455.94,0,455.88,0,442.58,0,442.58,0,442.58,0,453.48,0,453.48,0,451.24,0,455.94,0,458.43,0,455.94,0,458.43,0,451.24,0,442.58,0,442.58,0,455.88,0,442.58,0,442.58,0,453.48,0,455.88,0,442.58,0,442.58,0,442.58,0,455.94,0,458.43,0,455.94,0,455.88,0,458.43,0,442.58,0,442.58,0,442.58,0,453.48,0,442.58,0,458.43,0,442.58,0,442.58,0,486.81,0,486.81,0,Add ue prost b/e acrylic
L7404,,,D,PO,815.2,611.4,688.07,0,688.03,0,668.02,0,668.02,0,691.93,0,668.02,0,668.02,0,668.02,0,688.07,0,688.07,0,681.03,0,668.02,0,684.45,0,684.45,0,681.03,0,688.07,0,688.03,0,668.02,0,668.02,0,668.02,0,684.45,0,684.45,0,681.03,0,688.07,0,691.93,0,688.07,0,691.93,0,681.03,0,668.02,0,668.02,0,688.03,0,668.02,0,668.02,0,684.45,0,688.03,0,668.02,0,668.02,0,668.02,0,688.07,0,691.93,0,688.07,0,688.03,0,691.93,0,668.02,0,668.02,0,668.02,0,684.45,0,668.02,0,691.93,0,668.02,0,668.02,0,734.81,0,734.81,0,Add ue prost a/e acrylic
L7405,,,D,PO,1066.15,799.61,899.94,0,899.88,0,873.65,0,873.65,0,904.89,0,873.65,0,873.65,0,873.65,0,899.94,0,899.94,0,890.69,0,873.65,0,895.08,0,895.08,0,890.69,0,899.94,0,899.88,0,873.65,0,873.65,0,873.65,0,895.08,0,895.08,0,890.69,0,899.94,0,904.89,0,899.94,0,904.89,0,890.69,0,873.65,0,873.65,0,899.88,0,873.65,0,873.65,0,895.08,0,899.88,0,873.65,0,873.65,0,873.65,0,899.94,0,904.89,0,899.94,0,899.88,0,904.89,0,873.65,0,873.65,0,873.65,0,895.08,0,873.65,0,904.89,0,873.65,0,873.65,0,961.06,0,961.06,0,Add ue prost s/d acrylic
L7406,,,D,PO,0,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,3150.07,0,Add upp ext mec limb vol lam
L7520,,,J,LT,0,0,40.67,0,40.67,0,50.06,0,57.32,0,40.67,0,40.67,0,40.67,0,40.67,0,40.67,0,40.67,0,48.69,0,40.67,0,40.67,0,40.67,0,50.77,0,52,0,40.67,0,40.67,0,40.67,0,40.67,0,40.67,0,40.67,0,40.67,0,40.67,0,50.77,0,40.67,0,50.77,0,56.71,0,40.67,0,40.67,0,40.67,0,55.43,0,40.67,0,40.67,0,40.67,0,58.49,0,40.67,0,40.67,0,40.67,0,54.38,0,40.67,0,40.67,0,63.34,0,40.67,0,40.67,0,52.16,0,40.67,0,40.67,0,56.71,0,50.77,0,50.77,0,40.67,0,40.67,0,Repair prosthesis per 15 min
L7700,,,D,PO,184.22,138.17,138.17,0,138.17,0,150.54,0,150.54,0,146.37,0,177.82,0,176.42,0,176.42,0,138.17,0,138.17,0,159.83,0,158.02,0,184.22,0,184.22,0,159.83,0,138.17,0,138.17,0,177.82,0,176.42,0,177.82,0,184.22,0,184.22,0,159.83,0,138.17,0,146.37,0,138.17,0,146.37,0,159.83,0,177.82,0,167.05,0,138.17,0,150.54,0,167.05,0,184.22,0,138.17,0,158.02,0,176.42,0,177.82,0,138.17,0,146.37,0,138.17,0,138.17,0,146.37,0,176.42,0,177.82,0,158.02,0,184.22,0,176.42,0,146.37,0,118.82,0,116.54,0,128.95,0,167.01,0,Pros soc insert gasket/seal
L8000,,,D,PO,59.59,44.7,53.85,0,45.92,0,59.59,0,59.59,0,46.06,0,45.52,0,44.7,0,44.7,0,53.85,0,53.85,0,49.52,0,50.52,0,52.13,0,52.13,0,49.52,0,53.85,0,45.92,0,45.52,0,44.7,0,45.52,0,52.13,0,52.13,0,49.52,0,53.85,0,46.06,0,53.85,0,46.06,0,49.52,0,45.52,0,45.1,0,45.92,0,59.59,0,45.1,0,52.13,0,45.92,0,50.52,0,44.7,0,45.52,0,53.85,0,46.06,0,53.85,0,45.92,0,46.06,0,44.7,0,45.52,0,50.52,0,52.13,0,44.7,0,46.06,0,73.1,0,78.16,0,57.1,0,45.09,0,Mastectomy bra
L8001,,,D,PO,183.98,137.98,155.28,0,155.27,0,150.77,0,150.77,0,156.14,0,150.77,0,150.77,0,150.77,0,155.28,0,155.28,0,153.68,0,150.77,0,154.49,0,154.49,0,153.68,0,155.28,0,155.27,0,150.77,0,150.77,0,150.77,0,154.49,0,154.49,0,153.68,0,155.28,0,156.14,0,155.28,0,156.14,0,153.68,0,150.77,0,150.77,0,155.27,0,150.77,0,150.77,0,154.49,0,155.27,0,150.77,0,150.77,0,150.77,0,155.28,0,156.14,0,155.28,0,155.27,0,156.14,0,150.77,0,150.77,0,150.77,0,154.49,0,150.77,0,156.14,0,150.77,0,150.77,0,165.83,0,165.83,0,Breast prosthesis bra & form
L8002,,,D,PO,241.98,181.48,204.28,0,204.23,0,198.27,0,198.27,0,205.39,0,198.27,0,198.27,0,198.27,0,204.28,0,204.28,0,202.2,0,198.27,0,203.15,0,203.15,0,202.2,0,204.28,0,204.23,0,198.27,0,198.27,0,198.27,0,203.15,0,203.15,0,202.2,0,204.28,0,205.39,0,204.28,0,205.39,0,202.2,0,198.27,0,198.27,0,204.23,0,198.27,0,198.27,0,203.15,0,204.23,0,198.27,0,198.27,0,198.27,0,204.28,0,205.39,0,204.28,0,204.23,0,205.39,0,198.27,0,198.27,0,198.27,0,203.15,0,198.27,0,205.39,0,198.27,0,198.27,0,218.12,0,218.12,0,Brst prsth bra & bilat form
L8015,,,D,PO,88.12,66.09,74.19,0,74.19,0,72.05,0,72.05,0,74.64,0,72.05,0,72.05,0,72.05,0,74.19,0,74.19,0,73.43,0,74.83,0,73.81,0,73.81,0,73.43,0,74.19,0,74.19,0,72.05,0,72.05,0,72.05,0,73.81,0,73.81,0,73.43,0,74.19,0,74.64,0,74.19,0,74.64,0,73.43,0,72.05,0,72.05,0,74.19,0,72.05,0,72.05,0,73.81,0,74.19,0,74.83,0,72.05,0,72.05,0,74.19,0,74.64,0,74.19,0,74.19,0,74.64,0,72.05,0,72.05,0,74.83,0,73.81,0,72.05,0,74.64,0,72.05,0,72.05,0,79.23,0,86.41,0,Ext breastprosthesis garment
L8020,,,D,PO,327.46,245.6,279.11,0,278.14,0,255.91,0,255.91,0,245.6,0,245.6,0,306.3,0,306.3,0,279.11,0,279.11,0,291.65,0,294.95,0,278.4,0,278.4,0,291.65,0,279.11,0,278.14,0,245.6,0,306.3,0,245.6,0,278.4,0,278.4,0,291.65,0,279.11,0,245.6,0,279.11,0,245.6,0,291.65,0,245.6,0,293.6,0,278.14,0,255.91,0,293.6,0,278.4,0,278.14,0,294.95,0,306.3,0,245.6,0,279.11,0,245.6,0,279.11,0,278.14,0,245.6,0,306.3,0,245.6,0,294.95,0,278.4,0,306.3,0,245.6,0,251.18,0,268.6,0,366.25,0,293.6,0,Mastectomy form
L8030,,,D,PO,514.97,386.23,403.72,0,408.38,0,467.55,0,467.55,0,435.83,0,514.97,0,396.42,0,396.42,0,403.72,0,403.72,0,436.55,0,386.23,0,430.39,0,430.39,0,436.55,0,403.72,0,408.38,0,514.97,0,396.42,0,514.97,0,430.39,0,430.39,0,436.55,0,403.72,0,435.83,0,403.72,0,435.83,0,436.55,0,514.97,0,395.95,0,408.38,0,467.55,0,395.95,0,430.39,0,408.38,0,386.23,0,396.42,0,514.97,0,403.72,0,435.83,0,403.72,0,408.38,0,435.83,0,396.42,0,514.97,0,386.23,0,430.39,0,396.42,0,435.83,0,475.07,0,508.01,0,413.48,0,395.95,0,Breast prosthes w/o adhesive
L8031,,,D,PO,514.97,386.23,403.72,0,408.38,0,467.55,0,467.55,0,435.83,0,514.97,0,396.42,0,396.42,0,403.72,0,403.72,0,436.55,0,386.23,0,430.39,0,430.39,0,436.55,0,403.72,0,408.38,0,514.97,0,396.42,0,514.97,0,430.39,0,430.39,0,436.55,0,403.72,0,435.83,0,403.72,0,435.83,0,436.55,0,514.97,0,395.95,0,408.38,0,467.55,0,395.95,0,430.39,0,408.38,0,386.23,0,396.42,0,514.97,0,403.72,0,435.83,0,403.72,0,408.38,0,435.83,0,396.42,0,514.97,0,386.23,0,430.39,0,396.42,0,435.83,0,475.07,0,508.01,0,413.48,0,395.95,0,Breast prosthesis w adhesive
L8032,,,D,PO,57.58,43.19,48.49,0,48.49,0,47.08,0,47.08,0,48.75,0,47.08,0,47.08,0,47.08,0,48.49,0,48.49,0,47.98,0,48.9,0,48.23,0,48.23,0,47.98,0,48.49,0,48.49,0,47.08,0,47.08,0,47.08,0,48.23,0,48.23,0,47.98,0,48.49,0,48.75,0,48.49,0,48.75,0,47.98,0,47.08,0,47.08,0,48.49,0,47.08,0,47.08,0,48.23,0,48.49,0,48.9,0,47.08,0,47.08,0,48.49,0,48.75,0,48.49,0,48.49,0,48.75,0,47.08,0,47.08,0,48.9,0,48.23,0,47.08,0,48.75,0,47.08,0,47.08,0,51.79,0,51.79,0,Reusable nipple prosthesis
L8035,,,D,PO,5373.34,4030.01,4535.66,0,4535.25,0,4403.12,0,4403.12,0,4560.69,0,4403.11,0,4403.11,0,4403.11,0,4535.66,0,4535.66,0,4489.07,0,4403.12,0,4511.21,0,4511.21,0,4489.07,0,4535.66,0,4535.25,0,4403.11,0,4403.11,0,4403.11,0,4511.21,0,4511.21,0,4489.07,0,4535.66,0,4560.69,0,4535.66,0,4560.69,0,4489.07,0,4403.11,0,4403.11,0,4535.25,0,4403.12,0,4403.11,0,4511.21,0,4535.25,0,4403.12,0,4403.11,0,4403.11,0,4535.66,0,4560.69,0,4535.66,0,4535.25,0,4560.69,0,4403.11,0,4403.11,0,4403.12,0,4511.21,0,4403.11,0,4560.69,0,4403.12,0,4403.12,0,5283.69,0,5283.69,0,Custom breast prosthesis
L8040,,,D,PO,3632.6,2724.45,2992.53,0,2950.58,0,3148.18,0,3148.18,0,2875.39,0,3216.5,0,3063.25,0,3063.25,0,2992.53,0,2992.53,0,2812.57,0,3004.8,0,3052.75,0,3052.75,0,2812.57,0,2992.53,0,2950.58,0,3216.5,0,3063.25,0,3216.5,0,3052.75,0,3052.75,0,2812.57,0,2992.53,0,2875.39,0,2992.53,0,2875.39,0,2812.57,0,3216.5,0,3340.74,0,2950.58,0,3148.18,0,3340.74,0,3052.75,0,2950.58,0,3004.8,0,3063.25,0,3216.5,0,2992.53,0,2875.39,0,2992.53,0,2950.58,0,2875.39,0,3063.25,0,3216.5,0,3004.8,0,3052.75,0,3063.25,0,2875.39,0,3373.86,0,3229.99,0,2831.61,0,3577.33,0,Nasal prosthesis
L8040,KM,,D,PO,3450.97,2588.23,2842.9,0,2803.07,0,2990.76,0,2990.76,0,2731.6,0,3055.67,0,2910.13,0,2910.13,0,2842.9,0,2842.9,0,2671.93,0,2854.55,0,2900.1,0,2900.1,0,2671.93,0,2842.9,0,2803.07,0,3055.67,0,2910.13,0,3055.67,0,2900.1,0,2900.1,0,2671.93,0,2842.9,0,2731.6,0,2842.9,0,2731.6,0,2671.93,0,3055.67,0,3173.72,0,2803.07,0,2990.76,0,3173.72,0,2900.1,0,2803.07,0,2854.55,0,2910.13,0,3055.67,0,2842.9,0,2731.6,0,2842.9,0,2803.07,0,2731.6,0,2910.13,0,3055.67,0,2854.55,0,2900.1,0,2910.13,0,2731.6,0,3205.18,0,3068.49,0,2690.04,0,3398.45,0,Nasal prosthesis
