HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
L5230,,,D,PO,6087.9,4565.92,4565.92,0,5001.93,0,6087.9,0,6087.9,0,6087.9,0,4790.59,0,4565.92,0,4565.92,0,4565.92,0,4565.92,0,4872.41,0,5903.59,0,5756.63,0,5756.63,0,4872.41,0,4565.92,0,5001.93,0,4790.59,0,4565.92,0,4790.59,0,5756.63,0,5756.63,0,4872.41,0,4565.92,0,6087.9,0,4565.92,0,6087.9,0,4872.41,0,4790.59,0,4565.92,0,5001.93,0,6087.9,0,4565.92,0,5756.63,0,5001.93,0,5903.59,0,4565.92,0,4790.59,0,4565.92,0,6087.9,0,4565.92,0,5001.93,0,6087.9,0,4565.92,0,4790.59,0,5903.59,0,5756.63,0,4565.92,0,6087.9,0,6492.22,0,6942.22,0,4665.52,0,4565.92,0,Fem focal defic constant fri
L5250,,,D,PO,8303.35,6227.51,6227.51,0,6771.68,0,8303.35,0,8303.35,0,7822.45,0,6687.26,0,6227.51,0,6227.51,0,6227.51,0,6227.51,0,6999.07,0,7682.31,0,6749.81,0,6749.81,0,6999.07,0,6227.51,0,6771.68,0,6687.26,0,6227.51,0,6687.26,0,6749.81,0,6749.81,0,6999.07,0,6227.51,0,7822.45,0,6227.51,0,7822.45,0,6999.07,0,6687.26,0,6651.81,0,6771.68,0,8303.35,0,6651.81,0,6749.81,0,6771.68,0,7682.31,0,6227.51,0,6687.26,0,6227.51,0,7822.45,0,6227.51,0,6771.68,0,7822.45,0,6227.51,0,6687.26,0,7682.31,0,6749.81,0,6227.51,0,7822.45,0,10389.79,0,11109.86,0,12130.41,0,6651.8,0,Hip canad sing axi cons fric
L5270,,,D,PO,8230.61,6172.96,6199.89,0,6434.44,0,8230.61,0,8230.61,0,7135.5,0,7179.64,0,6172.96,0,6172.96,0,6199.89,0,6199.89,0,7331.6,0,8230.61,0,7520.6,0,7520.6,0,7331.6,0,6199.89,0,6434.44,0,7179.64,0,6172.96,0,7179.64,0,7520.6,0,7520.6,0,7331.6,0,6199.89,0,7135.5,0,6199.89,0,7135.5,0,7331.6,0,7179.64,0,6172.96,0,6434.44,0,8230.61,0,6172.96,0,7520.6,0,6434.44,0,8230.61,0,6172.96,0,7179.64,0,6199.89,0,7135.5,0,6199.89,0,6434.44,0,7135.5,0,6172.96,0,7179.64,0,8230.61,0,7520.6,0,6172.96,0,7135.5,0,10617.5,0,11353.34,0,4779.76,0,6172.96,0,Tilt table locking hip sing
L5280,,,D,PO,8148.31,6111.24,6152.41,0,7004.3,0,8148.31,0,8148.31,0,8105.34,0,7191.84,0,6111.24,0,6111.24,0,6152.41,0,6152.41,0,7196.04,0,8148.31,0,7310.32,0,7310.32,0,7196.04,0,6152.41,0,7004.3,0,7191.84,0,6111.24,0,7191.84,0,7310.32,0,7310.32,0,7196.04,0,6152.41,0,8105.34,0,6152.41,0,8105.34,0,7196.04,0,7191.84,0,6111.24,0,7004.3,0,8148.31,0,6111.24,0,7310.32,0,7004.3,0,8148.31,0,6111.24,0,7191.84,0,6152.41,0,8105.34,0,6152.41,0,7004.3,0,8105.34,0,6111.24,0,7191.84,0,8148.31,0,7310.32,0,6111.24,0,8105.34,0,11857.42,0,12679.25,0,12503.63,0,6111.24,0,Hemipelvect canad sing axis
L5301,,,D,PO,3674.38,2755.79,3301.52,0,3310.16,0,3658.67,0,3658.67,0,2778.5,0,2944.24,0,2755.79,0,2755.79,0,3301.52,0,3301.52,0,3122.55,0,3362.56,0,3234.32,0,3234.32,0,3122.55,0,3301.52,0,3310.16,0,2944.24,0,2755.79,0,2944.24,0,3234.32,0,3234.32,0,3122.55,0,3301.52,0,2778.5,0,3301.52,0,2778.5,0,3122.55,0,2944.24,0,2755.79,0,3310.16,0,3658.67,0,2755.79,0,3234.32,0,3310.16,0,3362.56,0,2755.79,0,2944.24,0,3301.52,0,2778.5,0,3301.52,0,3310.16,0,2778.5,0,2755.79,0,2944.24,0,3362.56,0,3234.32,0,2755.79,0,2778.5,0,3905.58,0,4230,0,4245.9,0,2755.79,0,Bk mold socket sach ft endo
L5312,,,D,PO,5278.65,3958.99,4725.9,0,4418.12,0,4729.36,0,4729.36,0,4377.37,0,3958.99,0,3958.99,0,3958.99,0,4725.9,0,4725.9,0,4699.79,0,5278.65,0,5095.91,0,5095.91,0,4699.79,0,4725.9,0,4418.12,0,3958.99,0,3958.99,0,3958.99,0,5095.91,0,5095.91,0,4699.79,0,4725.9,0,4377.37,0,4725.9,0,4377.37,0,4699.79,0,3958.99,0,4027.56,0,4418.12,0,4729.36,0,4027.56,0,5095.91,0,4418.12,0,5278.65,0,3958.99,0,3958.99,0,4725.9,0,4377.37,0,4725.9,0,4418.12,0,4377.37,0,3958.99,0,3958.99,0,5278.65,0,5095.91,0,3958.99,0,4377.37,0,4736.54,0,5149.85,0,3859.46,0,3958.99,0,"Knee disart, sach ft, endo"
L5321,,,D,PO,5259.79,3944.84,4785.63,0,4618.17,0,5259.79,0,5259.79,0,3944.84,0,4153.49,0,3944.84,0,3944.84,0,4785.63,0,4785.63,0,3944.84,0,5194.61,0,4312.87,0,4312.87,0,3944.84,0,4785.63,0,4618.17,0,4153.49,0,3944.84,0,4153.49,0,4312.87,0,4312.87,0,3944.84,0,4785.63,0,3944.84,0,4785.63,0,3944.84,0,3944.84,0,4153.49,0,3944.84,0,4618.17,0,5259.79,0,3944.84,0,4312.87,0,4618.17,0,5194.61,0,3944.84,0,4153.49,0,4785.63,0,3944.84,0,4785.63,0,4618.17,0,3944.84,0,3944.84,0,4153.49,0,5194.61,0,4312.87,0,3944.84,0,3944.84,0,6071.46,0,6578.29,0,6492.36,0,3944.84,0,Ak open end sach
L5331,,,D,PO,7442.79,5582.09,6097.87,0,6952.47,0,6989.82,0,6989.82,0,6724.11,0,6189.27,0,5582.09,0,5582.09,0,6097.87,0,6097.87,0,6668.47,0,7370.54,0,6316.78,0,6316.78,0,6668.47,0,6097.87,0,6952.47,0,6189.27,0,5582.09,0,6189.27,0,6316.78,0,6316.78,0,6668.47,0,6097.87,0,6724.11,0,6097.87,0,6724.11,0,6668.47,0,6189.27,0,5582.09,0,6952.47,0,6989.82,0,5582.09,0,6316.78,0,6952.47,0,7370.54,0,5582.09,0,6189.27,0,6097.87,0,6724.11,0,6097.87,0,6952.47,0,6724.11,0,5582.09,0,6189.27,0,7370.54,0,6316.78,0,5582.09,0,6724.11,0,6627.34,0,7200.12,0,4764.17,0,5582.09,0,Hip disart canadian sach ft
L5341,,,D,PO,8087.97,6065.98,6347.92,0,7255.33,0,8087.97,0,8087.97,0,7280.84,0,6065.98,0,6065.98,0,6065.98,0,6347.92,0,6347.92,0,6816.07,0,7692.81,0,6714.65,0,6714.65,0,6816.07,0,6347.92,0,7255.33,0,6065.98,0,6065.98,0,6065.98,0,6714.65,0,6714.65,0,6816.07,0,6347.92,0,7280.84,0,6347.92,0,7280.84,0,6816.07,0,6065.98,0,6111.45,0,7255.33,0,8087.97,0,6111.45,0,6714.65,0,7255.33,0,7692.81,0,6065.98,0,6065.98,0,6347.92,0,7280.84,0,6347.92,0,7255.33,0,7280.84,0,6065.98,0,6065.98,0,7692.81,0,6714.65,0,6065.98,0,7280.84,0,11749.42,0,12677.23,0,5920.68,0,6065.98,0,Hemipelvectomy canadian sach
L5400,,,D,PO,1926.05,1444.54,1634.53,0,1711.73,0,1904.56,0,1904.56,0,1472.98,0,1444.54,0,1444.54,0,1444.54,0,1634.53,0,1634.53,0,1624.68,0,1605.08,0,1926.05,0,1926.05,0,1624.68,0,1634.53,0,1711.73,0,1444.54,0,1444.54,0,1444.54,0,1926.05,0,1926.05,0,1624.68,0,1634.53,0,1472.98,0,1634.53,0,1472.98,0,1624.68,0,1444.54,0,1444.54,0,1711.73,0,1904.56,0,1444.54,0,1926.05,0,1711.73,0,1605.08,0,1444.54,0,1444.54,0,1634.53,0,1472.98,0,1634.53,0,1711.73,0,1472.98,0,1444.54,0,1444.54,0,1605.08,0,1926.05,0,1444.54,0,1472.98,0,1969.52,0,2106.06,0,852.09,0,1444.54,0,Postop dress & 1 cast chg bk
L5410,,,D,PO,668.64,501.48,501.48,0,668.64,0,501.48,0,501.48,0,501.48,0,551.61,0,632.88,0,632.88,0,501.48,0,501.48,0,603.88,0,617,0,532.11,0,532.11,0,603.88,0,501.48,0,668.64,0,551.61,0,632.88,0,551.61,0,532.11,0,532.11,0,603.88,0,501.48,0,501.48,0,501.48,0,501.48,0,603.88,0,551.61,0,501.48,0,668.64,0,501.48,0,501.48,0,532.11,0,668.64,0,617,0,632.88,0,551.61,0,501.48,0,501.48,0,501.48,0,668.64,0,501.48,0,632.88,0,551.61,0,617,0,532.11,0,632.88,0,501.48,0,392.28,0,419.44,0,260.5,0,501.48,0,Postop dsg bk ea add cast ch
L5420,,,D,PO,2432.52,1824.39,2003.06,0,2192.12,0,2432.52,0,2432.52,0,2051.81,0,1824.39,0,1824.39,0,1824.39,0,2003.06,0,2003.06,0,2188.86,0,1938.7,0,2432.52,0,2432.52,0,2188.86,0,2003.06,0,2192.12,0,1824.39,0,1824.39,0,1824.39,0,2432.52,0,2432.52,0,2188.86,0,2003.06,0,2051.81,0,2003.06,0,2051.81,0,2188.86,0,1824.39,0,1824.39,0,2192.12,0,2432.52,0,1824.39,0,2432.52,0,2192.12,0,1938.7,0,1824.39,0,1824.39,0,2003.06,0,2051.81,0,2003.06,0,2192.12,0,2051.81,0,1824.39,0,1824.39,0,1938.7,0,2432.52,0,1824.39,0,2051.81,0,2465.56,0,2636.43,0,1303.36,0,1824.39,0,Postop dsg & 1 cast chg ak/d
L5430,,,D,PO,805.31,603.98,603.98,0,805.31,0,677.98,0,677.98,0,603.98,0,631.92,0,805.31,0,805.31,0,603.98,0,603.98,0,716.94,0,605.14,0,660.3,0,660.3,0,716.94,0,603.98,0,805.31,0,631.92,0,805.31,0,631.92,0,660.3,0,660.3,0,716.94,0,603.98,0,603.98,0,603.98,0,603.98,0,716.94,0,631.92,0,805.31,0,805.31,0,677.98,0,805.31,0,660.3,0,805.31,0,605.14,0,805.31,0,631.92,0,603.98,0,603.98,0,603.98,0,805.31,0,603.98,0,805.31,0,631.92,0,605.14,0,660.3,0,805.31,0,603.98,0,698.66,0,747.1,0,892.07,0,805.31,0,Postop dsg ak ea add cast ch
L5450,,,D,PO,651.98,488.98,491.36,0,651.98,0,488.98,0,488.98,0,588.07,0,488.98,0,515.17,0,515.17,0,491.36,0,491.36,0,590.78,0,529.56,0,570.93,0,570.93,0,590.78,0,491.36,0,651.98,0,488.98,0,515.17,0,488.98,0,570.93,0,570.93,0,590.78,0,491.36,0,588.07,0,491.36,0,588.07,0,590.78,0,488.98,0,543.96,0,651.98,0,488.98,0,543.96,0,570.93,0,651.98,0,529.56,0,515.17,0,488.98,0,491.36,0,588.07,0,491.36,0,651.98,0,588.07,0,515.17,0,488.98,0,529.56,0,570.93,0,515.17,0,588.07,0,387.18,0,414.05,0,360.93,0,543.96,0,Postop app non-wgt bear dsg
L5460,,,D,PO,872.63,654.47,654.66,0,872.63,0,654.47,0,654.47,0,688.77,0,718.95,0,759.31,0,759.31,0,654.66,0,654.66,0,774.9,0,701.15,0,748.84,0,748.84,0,774.9,0,654.66,0,872.63,0,718.95,0,759.31,0,718.95,0,748.84,0,748.84,0,774.9,0,654.66,0,688.77,0,654.66,0,688.77,0,774.9,0,718.95,0,654.47,0,872.63,0,654.47,0,654.47,0,748.84,0,872.63,0,701.15,0,759.31,0,718.95,0,654.66,0,688.77,0,654.66,0,872.63,0,688.77,0,759.31,0,718.95,0,701.15,0,748.84,0,759.31,0,688.77,0,443.38,0,474.09,0,451.07,0,654.47,0,Postop app non-wgt bear dsg
L5500,,,D,PO,2055.33,1541.5,1541.5,0,1722.39,0,2046.88,0,2046.88,0,2030.67,0,1755.62,0,1541.5,0,1541.5,0,1541.5,0,1541.5,0,2019.31,0,1541.5,0,1780.23,0,1780.23,0,2019.31,0,1541.5,0,1722.39,0,1755.62,0,1541.5,0,1755.62,0,1780.23,0,1780.23,0,2019.31,0,1541.5,0,2030.67,0,1541.5,0,2030.67,0,2019.31,0,1755.62,0,1541.5,0,1722.39,0,2046.88,0,1541.5,0,1780.23,0,1722.39,0,1541.5,0,1541.5,0,1755.62,0,1541.5,0,2030.67,0,1541.5,0,1722.39,0,2030.67,0,1541.5,0,1755.62,0,1541.5,0,1780.23,0,1541.5,0,2030.67,0,2059.75,0,2202.51,0,2239.44,0,1541.5,0,Init bk ptb plaster direct
L5505,,,D,PO,2783.46,2087.6,2131.96,0,2783.46,0,2783.46,0,2783.46,0,2363.76,0,2457.52,0,2087.6,0,2087.6,0,2131.96,0,2131.96,0,2363.91,0,2087.6,0,2504.29,0,2504.29,0,2363.91,0,2131.96,0,2783.46,0,2457.52,0,2087.6,0,2457.52,0,2504.29,0,2504.29,0,2363.91,0,2131.96,0,2363.76,0,2131.96,0,2363.76,0,2363.91,0,2457.52,0,2087.6,0,2783.46,0,2783.46,0,2087.6,0,2504.29,0,2783.46,0,2087.6,0,2087.6,0,2457.52,0,2131.96,0,2363.76,0,2131.96,0,2783.46,0,2363.76,0,2087.6,0,2457.52,0,2087.6,0,2504.29,0,2087.6,0,2363.76,0,2758.42,0,2949.67,0,3919.05,0,2087.6,0,Init ak ischal plstr direct
L5510,,,D,PO,2329.86,1747.4,1747.4,0,2047.69,0,2111.47,0,2111.47,0,2023.28,0,2188.77,0,1747.4,0,1747.4,0,1747.4,0,1747.4,0,2074.04,0,1893.45,0,2125.9,0,2125.9,0,2074.04,0,1747.4,0,2047.69,0,2188.77,0,1747.4,0,2188.77,0,2125.9,0,2125.9,0,2074.04,0,1747.4,0,2023.28,0,1747.4,0,2023.28,0,2074.04,0,2188.77,0,1747.4,0,2047.69,0,2111.47,0,1747.4,0,2125.9,0,2047.69,0,1893.45,0,1747.4,0,2188.77,0,1747.4,0,2023.28,0,1747.4,0,2047.69,0,2023.28,0,1747.4,0,2188.77,0,1893.45,0,2125.9,0,1747.4,0,2023.28,0,2115.73,0,2262.36,0,2985.95,0,1747.4,0,Prep bk ptb plaster molded
L5520,,,D,PO,2301.34,1726.01,1726.01,0,2301.34,0,2299.94,0,2299.94,0,1726.01,0,2292.37,0,1726.01,0,1726.01,0,1726.01,0,1726.01,0,2106.66,0,1726.01,0,1905.61,0,1905.61,0,2106.66,0,1726.01,0,2301.34,0,2292.37,0,1726.01,0,2292.37,0,1905.61,0,1905.61,0,2106.66,0,1726.01,0,1726.01,0,1726.01,0,1726.01,0,2106.66,0,2292.37,0,2108.74,0,2301.34,0,2299.94,0,2108.74,0,1905.61,0,2301.34,0,1726.01,0,1726.01,0,2292.37,0,1726.01,0,1726.01,0,1726.01,0,2301.34,0,1726.01,0,1726.01,0,2292.37,0,1726.01,0,1905.61,0,1726.01,0,1726.01,0,2232.19,0,2386.87,0,2985.95,0,2108.74,0,Perp bk ptb thermopls direct
L5530,,,D,PO,2764.14,2073.1,2073.1,0,2378.32,0,2764.14,0,2764.14,0,2271.47,0,2498.04,0,2184.78,0,2184.78,0,2073.1,0,2073.1,0,2207.98,0,2408.68,0,2505.05,0,2505.05,0,2207.98,0,2073.1,0,2378.32,0,2498.04,0,2184.78,0,2498.04,0,2505.05,0,2505.05,0,2207.98,0,2073.1,0,2271.47,0,2073.1,0,2271.47,0,2207.98,0,2498.04,0,2073.1,0,2378.32,0,2764.14,0,2073.1,0,2505.05,0,2378.32,0,2408.68,0,2184.78,0,2498.04,0,2073.1,0,2271.47,0,2073.1,0,2378.32,0,2271.47,0,2184.78,0,2498.04,0,2408.68,0,2505.05,0,2184.78,0,2271.47,0,2975.77,0,3182.01,0,1182.6,0,2073.1,0,Prep bk ptb thermopls molded
L5535,,,D,PO,2713.84,2035.38,2035.38,0,2382.99,0,2713.84,0,2713.84,0,2035.38,0,2605.95,0,2153.08,0,2153.08,0,2035.38,0,2035.38,0,2443.65,0,2487.96,0,2335.24,0,2335.24,0,2443.65,0,2035.38,0,2382.99,0,2605.95,0,2153.08,0,2605.95,0,2335.24,0,2335.24,0,2443.65,0,2035.38,0,2035.38,0,2035.38,0,2035.38,0,2443.65,0,2605.95,0,2276.61,0,2382.99,0,2713.84,0,2276.61,0,2335.24,0,2382.99,0,2487.96,0,2153.08,0,2605.95,0,2035.38,0,2035.38,0,2035.38,0,2382.99,0,2035.38,0,2153.08,0,2605.95,0,2487.96,0,2335.24,0,2153.08,0,2035.38,0,3258.23,0,3484.03,0,3135.23,0,2276.61,0,Prep bk ptb open end socket
L5540,,,D,PO,2896.52,2172.39,2172.39,0,2555,0,2894.6,0,2894.6,0,2438.06,0,2477.82,0,2273.55,0,2273.55,0,2172.39,0,2172.39,0,2709.81,0,2655.59,0,2473.35,0,2473.35,0,2709.81,0,2172.39,0,2555,0,2477.82,0,2273.55,0,2477.82,0,2473.35,0,2473.35,0,2709.81,0,2172.39,0,2438.06,0,2172.39,0,2438.06,0,2709.81,0,2477.82,0,2172.39,0,2555,0,2894.6,0,2172.39,0,2473.35,0,2555,0,2655.59,0,2273.55,0,2477.82,0,2172.39,0,2438.06,0,2172.39,0,2555,0,2438.06,0,2273.55,0,2477.82,0,2655.59,0,2473.35,0,2273.55,0,2438.06,0,2867.59,0,3066.31,0,3079.26,0,2172.39,0,Prep bk ptb laminated socket
L5560,,,D,PO,3110.36,2332.77,2332.77,0,3072.83,0,2821.61,0,2821.61,0,2850.32,0,2359.9,0,2332.77,0,2332.77,0,2332.77,0,2332.77,0,2606.4,0,2594.39,0,2818.25,0,2818.25,0,2606.4,0,2332.77,0,3072.83,0,2359.9,0,2332.77,0,2359.9,0,2818.25,0,2818.25,0,2606.4,0,2332.77,0,2850.32,0,2332.77,0,2850.32,0,2606.4,0,2359.9,0,2725.82,0,3072.83,0,2821.61,0,2725.82,0,2818.25,0,3072.83,0,2594.39,0,2332.77,0,2359.9,0,2332.77,0,2850.32,0,2332.77,0,3072.83,0,2850.32,0,2332.77,0,2359.9,0,2594.39,0,2818.25,0,2332.77,0,2850.32,0,2827.55,0,3023.51,0,4478.95,0,2725.83,0,Prep ak ischial plast molded
L5570,,,D,PO,3233.67,2425.26,2425.26,0,3033.88,0,3093.43,0,3093.43,0,3084.54,0,2846.09,0,2425.26,0,2425.26,0,2425.26,0,2425.26,0,2882.92,0,2728.8,0,2735.22,0,2735.22,0,2882.92,0,2425.26,0,3033.88,0,2846.09,0,2425.26,0,2846.09,0,2735.22,0,2735.22,0,2882.92,0,2425.26,0,3084.54,0,2425.26,0,3084.54,0,2882.92,0,2846.09,0,2745.58,0,3033.88,0,3093.43,0,2745.58,0,2735.22,0,3033.88,0,2728.8,0,2425.26,0,2846.09,0,2425.26,0,3084.54,0,2425.26,0,3033.88,0,3084.54,0,2425.26,0,2846.09,0,2728.8,0,2735.22,0,2425.26,0,3084.54,0,3143.56,0,3361.43,0,1283.03,0,2745.58,0,Prep ak ischial direct form
L5580,,,D,PO,3775.09,2831.32,2831.32,0,3387.54,0,3754.65,0,3754.65,0,3464.71,0,2951.71,0,2831.32,0,2831.32,0,2831.32,0,2831.32,0,3129.43,0,3126,0,3394.81,0,3394.81,0,3129.43,0,2831.32,0,3387.54,0,2951.71,0,2831.32,0,2951.71,0,3394.81,0,3394.81,0,3129.43,0,2831.32,0,3464.71,0,2831.32,0,3464.71,0,3129.43,0,2951.71,0,3111.98,0,3387.54,0,3754.65,0,3111.98,0,3394.81,0,3387.54,0,3126,0,2831.32,0,2951.71,0,2831.32,0,3464.71,0,2831.32,0,3387.54,0,3464.71,0,2831.32,0,2951.71,0,3126,0,3394.81,0,2831.32,0,3464.71,0,3798.11,0,4061.33,0,1704.24,0,3111.98,0,Prep ak ischial thermo mold
L5585,,,D,PO,4094.53,3070.9,3484.39,0,3398.71,0,3325.18,0,3325.18,0,3473.78,0,3304.04,0,3070.9,0,3070.9,0,3484.39,0,3484.39,0,3337.24,0,3464.68,0,3975.58,0,3975.58,0,3337.24,0,3484.39,0,3398.71,0,3304.04,0,3070.9,0,3304.04,0,3975.58,0,3975.58,0,3337.24,0,3484.39,0,3473.78,0,3484.39,0,3473.78,0,3337.24,0,3304.04,0,3070.9,0,3398.71,0,3325.18,0,3070.9,0,3975.58,0,3398.71,0,3464.68,0,3070.9,0,3304.04,0,3484.39,0,3473.78,0,3484.39,0,3398.71,0,3473.78,0,3070.9,0,3304.04,0,3464.68,0,3975.58,0,3070.9,0,3473.78,0,3381.92,0,3616.3,0,4478.95,0,3070.9,0,Prep ak ischial open end
L5590,,,D,PO,3847.07,2885.3,2885.3,0,3325.38,0,3847.07,0,3847.07,0,3684.89,0,3328.54,0,2885.3,0,2885.3,0,2885.3,0,2885.3,0,3371.72,0,3033.16,0,3539.42,0,3539.42,0,3371.72,0,2885.3,0,3325.38,0,3328.54,0,2885.3,0,3328.54,0,3539.42,0,3539.42,0,3371.72,0,2885.3,0,3684.89,0,2885.3,0,3684.89,0,3371.72,0,3328.54,0,3201.89,0,3325.38,0,3847.07,0,3201.89,0,3539.42,0,3325.38,0,3033.16,0,2885.3,0,3328.54,0,2885.3,0,3684.89,0,2885.3,0,3325.38,0,3684.89,0,2885.3,0,3328.54,0,3033.16,0,3539.42,0,2885.3,0,3684.89,0,4019.42,0,4297.99,0,4478.95,0,3201.89,0,Prep ak ischial laminated
L5595,,,D,PO,6443.69,4832.77,5097.28,0,4832.77,0,6443.69,0,6443.69,0,4832.77,0,5935.66,0,5071.58,0,5071.58,0,5097.28,0,5097.28,0,4832.77,0,5418.13,0,5531.2,0,5531.2,0,4832.77,0,5097.28,0,4832.77,0,5935.66,0,5071.58,0,5935.66,0,5531.2,0,5531.2,0,4832.77,0,5097.28,0,4832.77,0,5097.28,0,4832.77,0,4832.77,0,5935.66,0,5335.11,0,4832.77,0,6443.69,0,5335.11,0,5531.2,0,4832.77,0,5418.13,0,5071.58,0,5935.66,0,5097.28,0,4832.77,0,5097.28,0,4832.77,0,4832.77,0,5071.58,0,5935.66,0,5418.13,0,5531.2,0,5071.58,0,4832.77,0,10265,0,10976.43,0,7464.92,0,5335.07,0,Hip disartic sach thermopls
L5600,,,D,PO,7115.78,5336.83,5479.34,0,5336.83,0,7115.78,0,7115.78,0,5336.83,0,7018.7,0,5531.7,0,5531.7,0,5479.34,0,5479.34,0,5386.09,0,6829.2,0,6295.32,0,6295.32,0,5386.09,0,5479.34,0,5336.83,0,7018.7,0,5531.7,0,7018.7,0,6295.32,0,6295.32,0,5386.09,0,5479.34,0,5336.83,0,5479.34,0,5336.83,0,5386.09,0,7018.7,0,5902.08,0,5336.83,0,7115.78,0,5902.08,0,6295.32,0,5336.83,0,6829.2,0,5531.7,0,7018.7,0,5479.34,0,5336.83,0,5479.34,0,5336.83,0,5336.83,0,5531.7,0,7018.7,0,6829.2,0,6295.32,0,5531.7,0,5336.83,0,9235.91,0,9876.03,0,8397.98,0,5902.08,0,Hip disart sach laminat mold
L5610,,,D,PO,3313.29,2484.96,2484.96,0,2880.03,0,2941.17,0,2941.17,0,3218.05,0,2969.25,0,2484.96,0,2484.96,0,2484.96,0,2484.96,0,3313.29,0,3188.02,0,3036.2,0,3036.2,0,3313.29,0,2484.96,0,2880.03,0,2969.25,0,2484.96,0,2969.25,0,3036.2,0,3036.2,0,3313.29,0,2484.96,0,3218.05,0,2484.96,0,3218.05,0,3313.29,0,2969.25,0,2484.96,0,2880.03,0,2941.17,0,2484.96,0,3036.2,0,2880.03,0,3188.02,0,2484.96,0,2969.25,0,2484.96,0,3218.05,0,2484.96,0,2880.03,0,3218.05,0,2484.96,0,2969.25,0,3188.02,0,3036.2,0,2484.96,0,3218.05,0,2990.65,0,3197.94,0,3732.43,0,2484.96,0,Above knee hydracadence
L5611,,,D,PO,2578.4,1933.8,1933.8,0,1933.8,0,2378.61,0,2378.61,0,2578.4,0,2578.4,0,1933.8,0,1933.8,0,1933.8,0,1933.8,0,2216.8,0,2117.56,0,1933.8,0,1933.8,0,2216.8,0,1933.8,0,1933.8,0,2578.4,0,1933.8,0,2578.4,0,1933.8,0,1933.8,0,2216.8,0,1933.8,0,2578.4,0,1933.8,0,2578.4,0,2216.8,0,2578.4,0,1933.8,0,1933.8,0,2378.61,0,1933.8,0,1933.8,0,1933.8,0,2117.56,0,1933.8,0,2578.4,0,1933.8,0,2578.4,0,1933.8,0,1933.8,0,2578.4,0,1933.8,0,2578.4,0,2117.56,0,1933.8,0,1933.8,0,2578.4,0,2518.76,0,2693.31,0,1959.49,0,1933.8,0,Ak 4 bar link w/fric swing
L5613,,,D,PO,3921.91,2941.43,3023.44,0,2978.62,0,3921.91,0,3921.91,0,3687.53,0,3921.91,0,2941.43,0,2941.43,0,3023.44,0,3023.44,0,3581.09,0,2941.43,0,2941.43,0,2941.43,0,3581.09,0,3023.44,0,2978.62,0,3921.91,0,2941.43,0,3921.91,0,2941.43,0,2941.43,0,3581.09,0,3023.44,0,3687.53,0,3023.44,0,3687.53,0,3581.09,0,3921.91,0,2941.43,0,2978.62,0,3921.91,0,2941.43,0,2941.43,0,2978.62,0,2941.43,0,2941.43,0,3921.91,0,3023.44,0,3687.53,0,3023.44,0,2978.62,0,3687.53,0,2941.43,0,3921.91,0,2941.43,0,2941.43,0,2941.43,0,3687.53,0,4182.03,0,4471.86,0,2472.76,0,2941.43,0,Ak 4 bar ling w/hydraul swig
L5614,,,D,PO,2426.43,1819.82,2048.17,0,2047.94,0,1988.29,0,1988.29,0,2059.48,0,1988.29,0,1988.29,0,1988.29,0,2048.17,0,2048.17,0,2027.13,0,1988.29,0,2037.14,0,2037.14,0,2027.13,0,2048.17,0,2047.94,0,1988.29,0,1988.29,0,1988.29,0,2037.14,0,2037.14,0,2027.13,0,2048.17,0,2059.48,0,2048.17,0,2059.48,0,2027.13,0,1988.29,0,1988.29,0,2047.94,0,1988.29,0,1988.29,0,2037.14,0,2047.94,0,1988.29,0,1988.29,0,1988.29,0,2048.17,0,2059.48,0,2048.17,0,2047.94,0,2059.48,0,1988.29,0,1988.29,0,1988.29,0,2037.14,0,1988.29,0,2059.48,0,2008.19,0,2147.38,0,2187.1,0,2187.1,0,4-bar link above knee w/swng
